feature,importance
s__Clostridiaceae_bacterium_Marseille_Q4145,0.15907325547198603
s__Clostridium_sp_AM33_3,0.15905388834077389
s__Clostridiales_bacterium_KLE1615,0.15687132651858893
s__Eubacterium_ramulus,0.15571647190189647
s__Anaerotignum_sp_MSJ_24,0.15311215238194945
s__Odoribacter_splanchnicus,0.15137004458586537
s__Lawsonibacter_asaccharolyticus,0.15070416262959938
s__Clostridium_sp_AM49_4BH,0.1491287044593622
s__Bacteroides_eggerthii,0.14497571523724737
s__Simiaoa_sunii,0.14329333275616973
s__Wujia_chipingensis,0.14283262121143495
s__GGB9667_SGB15164,0.14256052785727866
s__Clostridium_sp_AF36_4,0.1335027337831249
s__Anaerobutyricum_soehngenii,0.13082503139690468
s__Fusicatenibacter_sp_CLA_AA_H277,0.1270434267417749
s__Oscillospiraceae_bacterium,0.12589805306319543
s__GGB3653_SGB4964,0.12553560992107657
s__GGB9635_SGB15106,0.12538760613336927
s__Blautia_faecis,0.12267719706534827
s__GGB3109_SGB4121,0.12194684081962037
s__Veillonella_dispar,0.11465936448047563
s__Dorea_formicigenerans,0.10838473078623402
s__GGB9602_SGB15031,0.09431331644247803
s__Bifidobacterium_pseudocatenulatum,0.09127227245431366
s__GGB2982_SGB3964,0.08990542939540767
s__Blautia_stercoris,0.08781533571425748
s__Butyricimonas_virosa,0.08535575368550269
s__Lachnospira_pectinoschiza,0.08490817097431533
s__GGB33469_SGB15236,0.08328626206313647
s__Veillonella_atypica,0.07865185429151711
s__Enterocloster_aldenensis,0.07760910340148519
s__GGB51441_SGB71759,0.07491736535113988
s__Anaerotruncus_rubiinfantis,0.07075102200762347
s__Streptococcus_australis,0.0680305007390825
s__Clostridium_sp_AF27_2AA,0.06640506431605284
s__GGB9712_SGB15244,0.02756825138532688
s__GGB9760_SGB15374,0.02667144193970905
s__Faecalicatena_contorta,0.014560960581556556
s__GGB9345_SGB14311,0
