fold,feature,importance
1,s__Bacteroides_eggerthii,0
1,s__Mediterraneibacter_glycyrrhizinilyticus,0.0022302592175651934
1,s__Dialister_invisus,0.0046469806265258444
1,s__Faecalibacterium_sp_HTFF,0.009747657730823598
1,s__Blautia_luti,0.07276067034029782
1,s__Anaerotruncus_rubiinfantis,0.010073079747711754
1,s__Mediterraneibacter_butyricigenes,0.012135459673862491
1,s__Lentihominibacter_faecis,0.029950672720726254
1,s__GGB33469_SGB15236,0
1,s__Methanobrevibacter_smithii,0.014977739278320152
1,s__Eubacterium_siraeum,0.030385791478829752
1,s__Coprococcus_eutactus,0.022317803059796786
1,s__GGB9715_SGB15265,0.0032124371487894524
1,s__GGB9342_SGB14306,0
1,s__GGB9635_SGB15106,0.016836098782070295
1,s__Streptococcus_australis,0
1,s__Veillonella_atypica,0
1,s__Veillonella_dispar,0
1,s__Ruminococcus_callidus,0.015091799391230213
1,s__Klebsiella_pneumoniae,0.01617560347161884
1,s__GGB51647_SGB4348,0.05606159273657985
1,s__Blautia_stercoris,0
1,s__GGB9707_SGB15229,0
1,s__GGB9602_SGB15031,0
1,s__GGB9502_SGB14899,0.017088737660939584
1,s__GGB9712_SGB15244,0.004910179161305571
1,s__GGB9345_SGB14311,0
2,s__Ruminococcus_sp_AF13_28,0.04570008979846805
2,s__Lachnospiraceae_bacterium,0.007510647249645357
2,s__GGB9534_SGB14937,0.005924544910195848
2,s__Phocea_massiliensis,0.04660891140978074
2,s__Oscillospiraceae_bacterium,0
2,s__Lawsonibacter_asaccharolyticus,0
2,s__Faecalibacterium_sp_CLA_AA_H233,0.020750068181524126
2,s__GGB9699_SGB15216,0.011496894545365805
2,s__Bacteroides_fragilis,0.009423432398469492
2,s__Hungatella_hathewayi,0.03229974764438812
2,s__Enterocloster_aldenensis,0.005134561187338567
2,s__GGB2653_SGB3574,0
2,s__Bacteroides_nordii,0.019958362273565688
2,s__Dorea_sp_AF36_15AT,0
2,s__Oscillospiraceae_bacterium_Marseille_Q3528,0
2,s__Veillonella_parvula,0.03490545112293723
2,s__Blautia_obeum,0.015628988913996014
2,s__Clostridium_symbiosum,0
2,s__GGB2982_SGB3964,0
2,s__Holdemania_filiformis,0.007673748900278872
2,s__Anaerobutyricum_hallii,0.015663245399890002
2,s__Streptococcus_parasanguinis,0.03605201837362631
2,s__Bacteroides_cellulosilyticus,0
2,s__Alistipes_sp_AF17_16,0.03130721894734466
2,s__Streptococcus_salivarius,0.007447125836649635
2,s__Flavonifractor_plautii,0
2,s__Eubacterium_ramulus,0
2,s__GGB52130_SGB14966,0.016596774354898515
2,s__Enterocloster_citroniae,0.002366363130017449
2,s__Mediterraneibacter_faecis,0
2,s__Escherichia_coli,0.0013949463094857758
2,s__Collinsella_aerofaciens,0.03599041008960563
2,s__Intestinimonas_butyriciproducens,0.018738209021726814
2,s__GGB3109_SGB4121,0.014359022239393072
2,s__Anaerostipes_hadrus,0
2,s__Enterocloster_bolteae,0
2,s__Faecalicatena_contorta,0
2,s__GGB9730_SGB15291,0.004090302632557746
2,s__Clostridiales_bacterium_KLE1615,0.006984037692489367
2,s__bacterium_210917_DFI_7_65,0
2,s__Evtepia_gabavorous,0.010695245563575274
2,s__Phascolarctobacterium_faecium,0
2,s__Clostridiaceae_bacterium,0
2,s__Dorea_formicigenerans,0
2,s__Faecalicatena_fissicatena,0
2,s__Alistipes_senegalensis,0.012092801554564906
2,s__Ruminococcus_gnavus,0
2,s__Blautia_wexlerae,0.022193491798807616
2,s__Alistipes_onderdonkii,0.0188341716136198
2,s__Alistipes_indistinctus,0
2,s__Roseburia_sp_AF02_12,0.023687268976143334
2,s__Fusicatenibacter_saccharivorans,0.03615558621760204
2,s__Butyricimonas_virosa,0.01753540251390083
2,s__Agathobaculum_butyriciproducens,0
2,s__Blautia_glucerasea,0
2,s__GGB9614_SGB15049,0
2,s__GGB9708_SGB15234,0.02590811334021552
2,s__Ruminococcus_lactaris,0.010566716614806217
2,s__Ruthenibacterium_lactatiformans,0.09024829890192052
2,s__Clostridiaceae_bacterium_AF18_31LB,0.042293868634664875
2,s__Ruminococcus_torques,0.03942826955562842
2,s__Alistipes_ihumii,0
2,s__Blautia_faecis,0
2,s__Romboutsia_timonensis,0
2,s__Faecalibacillus_intestinalis,0.02798407711263968
2,s__Colidextribacter_sp_210702_DFI_3_9,0.02176135788795801
2,s__Clostridium_leptum,0
2,s__Gemmiger_formicilis,0.01609031087040649
2,s__Clostridium_sp_AM49_4BH,0.008159116407423589
2,s__Clostridium_sp_AF27_2AA,0
2,s__Haemophilus_parainfluenzae,0.04650791487442203
2,s__Coprococcus_catus,0
2,s__GGB3256_SGB4303,0.02656918590903488
2,s__Clostridium_sp_AM33_3,0.0014689039646992854
2,s__Bacteroides_xylanisolvens,0.014234436851485555
2,s__Parabacteroides_goldsteinii,0
2,s__Alistipes_finegoldii,0.013431678222008239
2,s__GGB9627_SGB15081,0.01451412140428513
2,s__Eubacterium_ventriosum,0.016586874679490726
2,s__Roseburia_inulinivorans,0.01907614966721964
2,s__Clostridiaceae_bacterium_Marseille_Q4143,0
2,s__Bilophila_wadsworthia,0.024489486021670594
2,s__Lachnospiraceae_bacterium_CLA_AA_H244,0
2,s__Hydrogenoanaerobacterium_saccharovorans,0.03761260940068156
2,s__Alistipes_communis,0.012940627483263373
2,s__Clostridiales_bacterium,8.249482413901414e-4
2,s__Bacteroides_ovatus,0
2,s__Dorea_longicatena,0
2,s__Ruminococcus_bromii,0
2,s__Roseburia_faecis,0.0033864602828056617
2,s__Bacteroides_caccae,0
2,s__Clostridium_sp_AM22_11AC,0.0017664043853962929
2,s__Dysosmobacter_welbionis,0
2,s__Faecalibacterium_SGB15346,0
2,s__Brotolimicola_acetigignens,0.010385574427504521
2,s__Clostridium_sp_AF20_17LB,0
2,s__Lacrimispora_amygdalina,0.024070326823769167
2,s__Lachnospiraceae_bacterium_AM48_27BH,0
2,s__Clostridium_fessum,0.007635885540538888
2,s__Lachnospira_sp_NSJ_43,0
2,s__Enterocloster_hominis,0.09992905578663694
2,s__Odoribacter_splanchnicus,0
2,s__Lawsonibacter_SGB15145,0
2,s__Bacteroides_stercoris,0.029942214053980246
2,s__Candidatus_Cibionibacter_quicibialis,0.017269451643838155
2,s__Coprococcus_comes,0
2,s__Parabacteroides_distasonis,0
2,s__Oscillibacter_valericigenes,0.0033382745509759957
2,s__Alistipes_shahii,0.01586143461149237
2,s__Barnesiella_intestinihominis,0
2,s__Anaerotignum_faecicola,0
2,s__Phocaeicola_vulgatus,0.02000119149095325
2,s__Roseburia_hominis,0.012231982622811957
2,s__Bacteroides_thetaiotaomicron,0.021093228249829933
2,s__Parabacteroides_merdae,0
2,s__Alistipes_putredinis,0.012314508030378691
2,s__Bacteroides_intestinalis,0
2,s__Faecalibacterium_prausnitzii,0.0013220224261677872
2,s__Simiaoa_sunii,0.00657190774058511
2,s__Bacteroides_uniformis,0
2,s__Bacteroides_finegoldii,7.142559674977426e-4
2,s__Paraprevotella_clara,0
2,s__Lachnospira_eligens,0.05710706233822753
2,s__Phocaeicola_dorei,0.010977592841642065
2,s__Segatella_copri,0
2,s__Eubacteriaceae_bacterium,0.03804225778499176
2,s__Fusicatenibacter_sp_CLA_AA_H277,0.014410205120143148
2,s__Oscillospiraceae_bacterium_CLA_AA_H250,0.03671332607778333
2,s__Intestinibacter_bartlettii,0
2,s__Bifidobacterium_longum,0.008807628808370195
2,s__GGB51441_SGB71759,0
2,s__Adlercreutzia_equolifaciens,0
2,s__Clostridiaceae_bacterium_Marseille_Q4149,0.02388737068153312
2,s__GGB9747_SGB15356,0.01668236519247605
2,s__Blautia_massiliensis,0.006373065891756905
2,s__Clostridium_SGB4750,0
2,s__Anaerotignum_sp_MSJ_24,0.0010017289891370925
2,s__GGB9760_SGB15373,0.010884245054422911
2,s__Oscillibacter_sp_MSJ_31,0.0028202143225940376
2,s__Clostridiaceae_bacterium_Marseille_Q4145,0
2,s__GGB9758_SGB15368,0.01605786028763263
2,s__Akkermansia_muciniphila,0.022637764046622356
2,s__Gemmiger_SGB15295,0.050495617758909
2,s__GGB2998_SGB3988,0
2,s__GGB9715_SGB15260,0.023064404716330412
2,s__GGB9760_SGB15374,0
2,s__Clostridiaceae_unclassified_SGB4771,0.0035510506496148927
2,s__Clostridium_sp_AF36_4,0
2,s__Ruminococcus_bicirculans,0
2,s__Oscillibacter_sp_ER4,0.009338304284327931
2,s__Vescimonas_coprocola,0
2,s__Lachnospiraceae_bacterium_OM04_12BH,0.0185592055243839
2,s__Parasutterella_excrementihominis,0
2,s__Eubacterium_rectale,0.03370940878743655
2,s__GGB3619_SGB4894,0.013206330559866086
2,s__Phocaeicola_massiliensis,0.007465186365271008
2,s__GGB3304_SGB4367,0.00518383831504104
2,s__Lachnospira_pectinoschiza,0.0065368380451242825
2,s__Wujia_chipingensis,0
2,s__Phocaeicola_plebeius,0.010121828799487014
2,s__Anaerotruncus_colihominis,0
2,s__Wansuia_hejianensis,0
2,s__Bifidobacterium_pseudocatenulatum,0
2,s__Clostridia_bacterium_UC5_1_1D1,0
2,s__Anaeromassilibacillus_senegalensis,0
2,s__Bifidobacterium_adolescentis,0.015163350835894096
2,s__Clostridium_innocuum,0.029907363363991423
2,s__TM7_phylum_sp_oral_taxon_352,0.008937261562550165
2,s__Streptococcus_thermophilus,0.013616642764873541
2,s__Erysipelatoclostridium_ramosum,0.03213865213099205
2,s__Guopingia_tenuis,0.04717082795351376
2,s__Blautia_sp_MCC283,0.01245804920110565
2,s__Anaerobutyricum_soehngenii,0
2,s__GGB9719_SGB15272,0.028749219593777214
2,s__Clostridium_sp_AT4,0.029424768751417044
2,s__Eggerthella_lenta,0
2,s__Blautia_SGB4815,0
2,s__GGB9667_SGB15164,0.0013182587015621373
2,s__GGB3653_SGB4964,1.433201626908861e-4
2,s__Roseburia_intestinalis,0.07109771430980262
2,s__Oliverpabstia_intestinalis,0.03035570293230552
2,s__Sutterella_wadsworthensis,0
2,s__Bacteroides_eggerthii,0
2,s__Mediterraneibacter_glycyrrhizinilyticus,0.0047970620362387814
2,s__Dialister_invisus,0.006266578620860885
2,s__Faecalibacterium_sp_HTFF,4.8649157711736635e-4
2,s__Blautia_luti,0.04163849485434451
2,s__Anaerotruncus_rubiinfantis,0.026834386691186506
2,s__Mediterraneibacter_butyricigenes,0.030084680751104084
2,s__Lentihominibacter_faecis,0.013279019996758507
2,s__GGB33469_SGB15236,0
2,s__Methanobrevibacter_smithii,0.007094968200790844
2,s__Eubacterium_siraeum,0.013469287161209832
2,s__Coprococcus_eutactus,0.024474134487164987
2,s__GGB9715_SGB15265,0
2,s__GGB9342_SGB14306,0.011209660452138247
2,s__GGB9635_SGB15106,0.004920190419836681
2,s__Streptococcus_australis,0
2,s__Veillonella_atypica,0
2,s__Veillonella_dispar,0
2,s__Ruminococcus_callidus,0.011629745613055468
2,s__Klebsiella_pneumoniae,0.00572250780923741
2,s__GGB51647_SGB4348,0.046691805999538046
2,s__Blautia_stercoris,0
2,s__GGB9707_SGB15229,0
2,s__GGB9602_SGB15031,0
2,s__GGB9502_SGB14899,0.02803531622270423
2,s__GGB9712_SGB15244,0.0065514537717850105
2,s__GGB9345_SGB14311,0.0023409454297147548
3,s__Ruminococcus_sp_AF13_28,0.04863906171129965
3,s__Lachnospiraceae_bacterium,0.02001782359557536
3,s__GGB9534_SGB14937,0.006828772275179816
3,s__Phocea_massiliensis,0.05478609168760589
3,s__Oscillospiraceae_bacterium,0
3,s__Lawsonibacter_asaccharolyticus,0
3,s__Faecalibacterium_sp_CLA_AA_H233,0.03448225255277019
3,s__GGB9699_SGB15216,0.019692257702340413
3,s__Bacteroides_fragilis,0.017321241306913475
3,s__Hungatella_hathewayi,0.026736430705892798
3,s__Enterocloster_aldenensis,0
3,s__GGB2653_SGB3574,0
3,s__Bacteroides_nordii,0.010875275987818596
3,s__Dorea_sp_AF36_15AT,0.0036716294033816263
3,s__Oscillospiraceae_bacterium_Marseille_Q3528,0
3,s__Veillonella_parvula,0.026075044718621307
3,s__Blautia_obeum,0.015129488629005018
3,s__Clostridium_symbiosum,0
3,s__GGB2982_SGB3964,0
3,s__Holdemania_filiformis,0.002500536070180261
3,s__Anaerobutyricum_hallii,0.024161353057654277
3,s__Streptococcus_parasanguinis,0.045885860669264644
3,s__Bacteroides_cellulosilyticus,0
3,s__Alistipes_sp_AF17_16,0.022698759698318995
3,s__Streptococcus_salivarius,0.010309301971643332
3,s__Flavonifractor_plautii,0.01050587368305727
3,s__Eubacterium_ramulus,0.004451356495710387
3,s__GGB52130_SGB14966,0.012511145150945665
3,s__Enterocloster_citroniae,0.002808360912427688
3,s__Mediterraneibacter_faecis,0
3,s__Escherichia_coli,0
3,s__Collinsella_aerofaciens,0.017467364560844578
3,s__Intestinimonas_butyriciproducens,0.004871308601634985
3,s__GGB3109_SGB4121,0.019574726717949822
3,s__Anaerostipes_hadrus,0
3,s__Enterocloster_bolteae,4.181087291848966e-4
3,s__Faecalicatena_contorta,0
3,s__GGB9730_SGB15291,0.016397833272559757
3,s__Clostridiales_bacterium_KLE1615,0
3,s__bacterium_210917_DFI_7_65,0.013423409122888487
3,s__Evtepia_gabavorous,0.01701842973091356
3,s__Phascolarctobacterium_faecium,0.01007215755964222
3,s__Clostridiaceae_bacterium,0.005526945892287374
3,s__Dorea_formicigenerans,0
3,s__Faecalicatena_fissicatena,0
3,s__Alistipes_senegalensis,0.03447302080682515
3,s__Ruminococcus_gnavus,0
3,s__Blautia_wexlerae,0.007779615657258125
3,s__Alistipes_onderdonkii,0.019169604163476565
3,s__Alistipes_indistinctus,0.009597133160704305
3,s__Roseburia_sp_AF02_12,0.012224109501880106
3,s__Fusicatenibacter_saccharivorans,0.043032940871867514
3,s__Butyricimonas_virosa,0.022711684163389253
3,s__Agathobaculum_butyriciproducens,0.00792053709899773
3,s__Blautia_glucerasea,0
3,s__GGB9614_SGB15049,0.011078019985550773
3,s__GGB9708_SGB15234,0.021143075550958648
3,s__Ruminococcus_lactaris,0.012107820015208689
3,s__Ruthenibacterium_lactatiformans,0.08668026984592873
3,s__Clostridiaceae_bacterium_AF18_31LB,0.03777683750518161
3,s__Ruminococcus_torques,0.04040785736311446
3,s__Alistipes_ihumii,0
3,s__Blautia_faecis,0.025193305790437184
3,s__Romboutsia_timonensis,0.018029964419712847
3,s__Faecalibacillus_intestinalis,0.022041875393711115
3,s__Colidextribacter_sp_210702_DFI_3_9,0.032629963462657355
3,s__Clostridium_leptum,0.002534694100484477
3,s__Gemmiger_formicilis,0.01000324866731184
3,s__Clostridium_sp_AM49_4BH,0.003762748575857065
3,s__Clostridium_sp_AF27_2AA,0
3,s__Haemophilus_parainfluenzae,0.04468364214653636
3,s__Coprococcus_catus,0.01376822414152246
3,s__GGB3256_SGB4303,0.03518970493001079
3,s__Clostridium_sp_AM33_3,0.011754955962006496
3,s__Bacteroides_xylanisolvens,0.012055932701270606
3,s__Parabacteroides_goldsteinii,0.005252036525178013
3,s__Alistipes_finegoldii,0.02209150025266559
3,s__GGB9627_SGB15081,0.01756434932558654
3,s__Eubacterium_ventriosum,0.03476234213019489
3,s__Roseburia_inulinivorans,0.0216720875300866
3,s__Clostridiaceae_bacterium_Marseille_Q4143,0
3,s__Bilophila_wadsworthia,0
3,s__Lachnospiraceae_bacterium_CLA_AA_H244,0.006056901154626522
3,s__Hydrogenoanaerobacterium_saccharovorans,0.043825379763393124
3,s__Alistipes_communis,0
3,s__Clostridiales_bacterium,0
3,s__Bacteroides_ovatus,0.013292969627826973
3,s__Dorea_longicatena,0.006766607641346006
3,s__Ruminococcus_bromii,0.009754565544821042
3,s__Roseburia_faecis,0.017224300191213945
3,s__Bacteroides_caccae,0.0022893073177617973
3,s__Clostridium_sp_AM22_11AC,0.01898739220215535
3,s__Dysosmobacter_welbionis,0
3,s__Faecalibacterium_SGB15346,0
3,s__Brotolimicola_acetigignens,0.008207462687114952
3,s__Clostridium_sp_AF20_17LB,0
3,s__Lacrimispora_amygdalina,0.02134289068819249
3,s__Lachnospiraceae_bacterium_AM48_27BH,0.0025539839276914797
3,s__Clostridium_fessum,0.019149437149475583
3,s__Lachnospira_sp_NSJ_43,0.007071258436940224
3,s__Enterocloster_hominis,0.10590147991141383
3,s__Odoribacter_splanchnicus,0.005691298874816305
3,s__Lawsonibacter_SGB15145,0.003958059648316999
3,s__Bacteroides_stercoris,0.027405718846953926
3,s__Candidatus_Cibionibacter_quicibialis,0.03511757642690379
3,s__Coprococcus_comes,0
3,s__Parabacteroides_distasonis,0.00514843695122204
3,s__Oscillibacter_valericigenes,0
3,s__Alistipes_shahii,0.0074233661887630285
3,s__Barnesiella_intestinihominis,0.0014871606990980702
3,s__Anaerotignum_faecicola,0
3,s__Phocaeicola_vulgatus,0.024393009965434184
3,s__Roseburia_hominis,0.015257097791543
3,s__Bacteroides_thetaiotaomicron,0.017735038936385537
3,s__Parabacteroides_merdae,0
3,s__Alistipes_putredinis,0.008698594669232495
3,s__Bacteroides_intestinalis,0
3,s__Faecalibacterium_prausnitzii,0.021718054829529845
3,s__Simiaoa_sunii,0.012786265302896596
3,s__Bacteroides_uniformis,0.017697608468355105
3,s__Bacteroides_finegoldii,0
3,s__Paraprevotella_clara,0.0028825345396021698
3,s__Lachnospira_eligens,0.057136565754742685
3,s__Phocaeicola_dorei,0.01726511862483962
3,s__Segatella_copri,0
3,s__Eubacteriaceae_bacterium,0.03777779623079066
3,s__Fusicatenibacter_sp_CLA_AA_H277,0.028466480309018546
3,s__Oscillospiraceae_bacterium_CLA_AA_H250,0.05733644452941619
3,s__Intestinibacter_bartlettii,0
3,s__Bifidobacterium_longum,0.02130789577683988
3,s__GGB51441_SGB71759,0.005879471424005136
3,s__Adlercreutzia_equolifaciens,0
3,s__Clostridiaceae_bacterium_Marseille_Q4149,0.029391056494501525
3,s__GGB9747_SGB15356,0.010010990388487453
3,s__Blautia_massiliensis,0.006538591556223885
3,s__Clostridium_SGB4750,0.01373501218370831
3,s__Anaerotignum_sp_MSJ_24,0.004668175002868071
3,s__GGB9760_SGB15373,0.012461066289346805
3,s__Oscillibacter_sp_MSJ_31,0
3,s__Clostridiaceae_bacterium_Marseille_Q4145,0.006786297135985953
3,s__GGB9758_SGB15368,0.019830803663532123
3,s__Akkermansia_muciniphila,0.028730267921584198
3,s__Gemmiger_SGB15295,0.04929831702702788
3,s__GGB2998_SGB3988,0
3,s__GGB9715_SGB15260,0.020860129155033394
3,s__GGB9760_SGB15374,0
