fold,feature,importance
1,s__Lawsonibacter_asaccharolyticus,0.0054708816478193515
1,s__Intestinibacter_bartlettii,0.005441765365923992
1,s__Dysosmobacter_welbionis,0.00543640751397963
1,s__Anaerostipes_hadrus,0.005416875384730473
1,s__Colidextribacter_sp_210702_DFI_3_9,0.005382301052460117
1,s__Massilioclostridium_coli,0.005348409451565401
1,s__Alistipes_sp_AF17_16,0.005318059001414076
1,s__GGB9719_SGB15272,0.005296329416927533
1,s__Bacteroides_fragilis,0.005221461149556682
1,s__Vescimonas_coprocola,0.00521942919448576
1,s__Alistipes_onderdonkii,0.00520833584616709
1,s__Dorea_sp_AF36_15AT,0.005183371234418339
1,s__GGB2653_SGB3574,0.005168922275208869
1,s__Oscillibacter_valericigenes,0.005163148427021455
1,s__Hydrogenoanaerobacterium_saccharovorans,0.005153620938315338
1,s__Blautia_obeum,0.0050850492785303545
1,s__Anaerobutyricum_soehngenii,0.005056227718225796
1,s__GGB52130_SGB14966,0.005015130122609238
1,s__Phocaeicola_dorei,0.005014310223037176
1,s__Romboutsia_timonensis,0.004997373233141477
1,s__GGB9715_SGB15265,0.004914284893828388
1,s__Clostridiales_bacterium,0.004890447341668371
1,s__Mediterraneibacter_butyricigenes,0.004852273121643561
1,s__Escherichia_coli,0.004830856225362967
1,s__GGB9715_SGB15260,0.0048234622722057256
1,s__Clostridiaceae_bacterium,0.004785405871714871
1,s__Dialister_invisus,0.004760749111006451
1,s__Flavonifractor_plautii,0.004680627681775662
1,s__Collinsella_aerofaciens,0.004659128208167751
1,s__Coprococcus_comes,0.00464380959568273
1,s__Clostridium_fessum,0.004639041532431799
1,s__Bifidobacterium_adolescentis,0.004582586627005287
1,s__Eubacterium_siraeum,0.004514523215121906
1,s__Guopingia_tenuis,0.0045031838623804344
1,s__Alistipes_putredinis,0.004455935119658346
1,s__Bacteroides_xylanisolvens,0.004431294943517756
1,s__Parabacteroides_distasonis,0.00440003026906484
1,s__Ruminococcus_bromii,0.004391410094423718
1,s__Coprococcus_eutactus,0.004371137878835176
1,s__Lentihominibacter_faecis,0.004310793546740858
1,s__Odoribacter_splanchnicus,0.004275334013162611
1,s__GGB3653_SGB4964,0.004265331445690549
1,s__Anaerotignum_faecicola,0.004259916584294274
1,s__Lachnospiraceae_bacterium_OM04_12BH,0.0042554553355481865
1,s__Coprococcus_catus,0.004249643135547667
1,s__Clostridium_sp_AM33_3,0.004246735307988259
1,s__Mediterraneibacter_faecis,0.004246138954570063
1,s__Dorea_longicatena,0.004181350994832974
1,s__GGB9699_SGB15216,0.0041805576996718045
1,s__Hungatella_hathewayi,0.0041798811875091
1,s__Anaeromassilibacillus_senegalensis,0.004177650908647885
1,s__Faecalicatena_fissicatena,0.0041635567900875975
1,s__Clostridiaceae_bacterium_Marseille_Q4145,0.004145598812734906
1,s__Bacteroides_ovatus,0.004142631902652605
1,s__GGB3109_SGB4121,0.0040978891572318946
1,s__Phocaeicola_massiliensis,0.00408986360844982
1,s__Bacteroides_cellulosilyticus,0.0040437125568109356
1,s__Faecalibacterium_prausnitzii,0.004032191464847001
1,s__Phascolarctobacterium_faecium,0.004021029359674206
1,s__Clostridiaceae_bacterium_Marseille_Q4149,0.003980009504219348
1,s__Blautia_SGB4815,0.003956402753961623
1,s__Alistipes_shahii,0.003950872837126032
1,s__Parabacteroides_merdae,0.003947247381496176
1,s__Phocaeicola_plebeius,0.003934585063958486
1,s__Erysipelatoclostridium_ramosum,0.0039003697184792686
1,s__Brotolimicola_acetigignens,0.0038394680758035184
1,s__Lachnospira_sp_NSJ_43,0.00382717649245918
1,s__Fusicatenibacter_saccharivorans,0.003808041701814266
1,s__Gemmiger_formicilis,0.003798548073267467
1,s__Ruminococcus_callidus,0.003792710305391544
1,s__Alistipes_ihumii,0.0037868372953089842
1,s__Bacteroides_intestinalis,0.003775101640498758
1,s__Clostridium_sp_AM22_11AC,0.0036920209024459234
1,s__Roseburia_inulinivorans,0.0036915081628905336
1,s__Sutterella_wadsworthensis,0.0036672725811026127
1,s__GGB2982_SGB3964,0.0036595427904468282
1,s__Faecalibacterium_sp_HTFF,0.0036209826337081576
1,s__Roseburia_hominis,0.0035023504559303555
1,s__Lachnospiraceae_bacterium_CLA_AA_H244,0.003467025326453893
1,s__Eisenbergiella_tayi,0.003456519693757675
1,s__GGB9614_SGB15049,0.003447071327260576
1,s__Clostridium_sp_AF36_4,0.0033784364388107437
1,s__Clostridiaceae_bacterium_AF18_31LB,0.003353399269577739
1,s__GGB9667_SGB15164,0.0033429613572001572
1,s__Klebsiella_pneumoniae,0.0033280849998572524
1,s__Streptococcus_australis,0.003324813693852918
1,s__bacterium_210917_DFI_7_65,0.0033177085885853714
1,s__Alistipes_communis,0.003289631606273983
1,s__Clostridium_sp_AF20_17LB,0.003260299724996843
1,s__Agathobaculum_butyriciproducens,0.0032422488049619414
1,s__Eubacterium_ramulus,0.003188377291486676
1,s__GGB9534_SGB14937,0.003153007590984172
1,s__Blautia_glucerasea,0.0031365598458394386
1,s__Bacteroides_uniformis,0.0031031723467043687
1,s__Eggerthella_lenta,0.0030338878960145537
1,s__Clostridiaceae_unclassified_SGB4771,0.003024220820529206
1,s__Barnesiella_intestinihominis,0.0030190751128483283
1,s__Blautia_faecis,0.0029872168490718536
1,s__Fusicatenibacter_sp_CLA_AA_H277,0.0029651897788998717
1,s__TM7_phylum_sp_oral_taxon_352,0.0029066711313140976
1,s__GGB9760_SGB15373,0.0028917254988493225
1,s__Bacteroides_finegoldii,0.002857932714337923
1,s__GGB9627_SGB15081,0.0028471169847744796
1,s__Lacrimispora_amygdalina,0.0028309765724023337
1,s__GGB9708_SGB15234,0.0028175036841119857
1,s__Enterocloster_bolteae,0.0028139378292727658
1,s__Oscillospiraceae_bacterium_Marseille_Q3528,0.00280843918125777
1,s__Dorea_formicigenerans,0.002769491533002004
1,s__Butyricimonas_virosa,0.0027527891456387244
1,s__Anaerotruncus_colihominis,0.0027413758533656805
1,s__Lawsonibacter_SGB15145,0.0027071078173324225
1,s__Methanobrevibacter_smithii,0.002699516058652634
1,s__Streptococcus_thermophilus,0.0026882644659159257
1,s__Ruminococcus_bicirculans,0.002681150377340805
1,s__Wansuia_hejianensis,0.0026620618852810814
1,s__Ruminococcus_lactaris,0.0026326204767539016
1,s__Bifidobacterium_pseudocatenulatum,0.002623116137340379
1,s__Roseburia_sp_AF02_12,0.0025931352120910013
1,s__Lachnospira_pectinoschiza,0.0025412327705336387
1,s__Clostridium_SGB4750,0.0025162151227190164
1,s__GGB9342_SGB14306,0.0024994806027555674
1,s__Clostridiaceae_bacterium_Marseille_Q4143,0.0024661307644099433
1,s__Enterocloster_citroniae,0.0024361703971144373
1,s__Mediterraneibacter_glycyrrhizinilyticus,0.002425912323644255
1,s__Simiaoa_sunii,0.002371523233447983
1,s__Clostridium_sp_AM49_4BH,0.0023675180603172008
1,s__GGB9747_SGB15356,0.002328709653328835
1,s__GGB2998_SGB3988,0.002324776346658647
1,s__GGB3619_SGB4894,0.002313471717856068
1,s__Anaerotignum_sp_MSJ_24,0.0023132842776884136
1,s__GGB9730_SGB15291,0.0022643122947153095
1,s__Clostridia_bacterium_UC5_1_1D1,0.002201761696831946
1,s__Veillonella_parvula,0.002173065730077511
1,s__GGB3304_SGB4367,0.00216033517395344
1,s__Faecalicatena_contorta,0.002152543882191955
1,s__Clostridium_innocuum,0.0021289421418557615
1,s__Parasutterella_excrementihominis,0.0020653028361967683
1,s__Alistipes_senegalensis,0.0020495982869978865
1,s__Faecalibacterium_SGB15346,0.002028273815131757
1,s__Clostridiales_bacterium_KLE1615,0.002026366244319555
1,s__GGB9345_SGB14311,0.002020293010131639
1,s__Wujia_chipingensis,0.0020135448185842524
1,s__Bacteroides_eggerthii,0.001985044238769557
1,s__Blautia_stercoris,0.0019463306747784651
1,s__Ruminococcus_gnavus,0.0019413461483661783
1,s__Enterocloster_aldenensis,0.0019212430608183128
1,s__Anaerotruncus_rubiinfantis,0.0019011968099664457
1,s__GGB9602_SGB15031,0.0018975101987427187
1,s__Parabacteroides_goldsteinii,0.0018551544217980261
1,s__Veillonella_atypica,0.001846676598030773
1,s__Oscillibacter_sp_MSJ_31,0.0018161221231439645
1,s__Clostridium_sp_AF27_2AA,0.0017934135308877459
1,s__Oscillibacter_sp_ER4,0.001787151992752601
1,s__Blautia_sp_OF03_15BH,0.0017675419505858282
1,s__Alistipes_indistinctus,0.001751602107830868
1,s__GGB51441_SGB71759,0.0016689779636610844
1,s__GGB9635_SGB15106,0.0015734182020962569
1,s__GGB33469_SGB15236,0.001495112264775034
1,s__GGB9712_SGB15244,0.0014881629853427168
1,s__Clostridium_symbiosum,0.0013806859161231576
1,s__GGB9707_SGB15229,0.0013312293528087904
1,s__Paraprevotella_clara,0.0012975968857864082
1,s__Clostridium_scindens,0.0012814645065643043
1,s__GGB33586_SGB53517,0.0011794284712621254
1,s__GGB9760_SGB15374,0.0010751831469423907
1,s__Veillonella_dispar,6.151560424057157e-4
2,s__Enterocloster_hominis,0.031015597887724646
2,s__Ruminococcus_sp_AF13_28,0.030366291324663834
2,s__Roseburia_intestinalis,0.015266395322878072
2,s__Candidatus_Cibionibacter_quicibialis,0.01509722280359687
2,s__Lachnospira_eligens,0.01399695742430189
2,s__Eubacteriaceae_bacterium,0.012964971521942252
2,s__Eubacterium_rectale,0.011995512176913286
2,s__Anaerobutyricum_hallii,0.011128070314738208
2,s__Blautia_luti,0.01106234495343035
2,s__Streptococcus_parasanguinis,0.010675943941896193
2,s__Oscillospiraceae_bacterium_CLA_AA_H250,0.010436822052289763
2,s__Haemophilus_parainfluenzae,0.010254245216642035
2,s__GGB51647_SGB4348,0.010095000350440217
2,s__GGB9758_SGB15368,0.010031652534065336
2,s__Escherichia_coli,0.00919075102666887
2,s__Evtepia_gabavorous,0.008926011329943487
2,s__Vescimonas_coprocola,0.008732520645980789
2,s__Bacteroides_stercoris,0.008208523841032638
2,s__Intestinibacter_bartlettii,0.008018435907043103
2,s__Oliverpabstia_intestinalis,0.007635432854804352
2,s__Eubacterium_ventriosum,0.007591639216272032
2,s__Phocea_massiliensis,0.007176476344244685
2,s__Hydrogenoanaerobacterium_saccharovorans,0.007120204358918181
2,s__GGB9699_SGB15216,0.0069804445479227034
2,s__Ruthenibacterium_lactatiformans,0.006933517121754199
2,s__Blautia_sp_MCC283,0.006923954928949486
2,s__Blautia_wexlerae,0.006914379732876573
2,s__GGB3256_SGB4303,0.006876983017916087
2,s__Holdemania_filiformis,0.00666368014389444
2,s__Clostridium_sp_AT4,0.006563034163644377
2,s__Clostridium_leptum,0.0064505538405672976
2,s__Alistipes_finegoldii,0.006322161623508713
2,s__Roseburia_faecis,0.006298336898636278
2,s__Faecalibacillus_intestinalis,0.006270334018376442
2,s__Massilioclostridium_coli,0.006238774402072654
2,s__Bacteroides_thetaiotaomicron,0.006208311850975419
2,s__Bacteroides_fragilis,0.006028636797283887
2,s__Lachnospiraceae_bacterium,0.005963135913448112
2,s__Segatella_copri,0.00582623476830901
2,s__Streptococcus_salivarius,0.005776281002562603
2,s__Alistipes_onderdonkii,0.005772339643532948
2,s__Klebsiella_pneumoniae,0.00575527456497687
2,s__Blautia_massiliensis,0.005724613542943952
2,s__Bacteroides_cellulosilyticus,0.005669413300670139
2,s__Romboutsia_timonensis,0.005623951479704274
2,s__GGB9719_SGB15272,0.005609888102954772
2,s__Clostridiaceae_bacterium,0.005537803116923338
2,s__Phascolarctobacterium_faecium,0.005500689736333103
2,s__Akkermansia_muciniphila,0.005444737699842572
2,s__GGB9534_SGB14937,0.00544100986816441
2,s__Colidextribacter_sp_210702_DFI_3_9,0.005380047467121682
2,s__Oscillospiraceae_bacterium,0.005375924746719765
2,s__Bilophila_wadsworthia,0.005326464420782419
2,s__Phocaeicola_vulgatus,0.0053041350717529774
2,s__Clostridiales_bacterium,0.005293758463729426
2,s__Ruminococcus_lactaris,0.0052794206495826515
2,s__GGB2653_SGB3574,0.005237135732352793
2,s__Oscillibacter_valericigenes,0.005229145224043931
2,s__Parabacteroides_distasonis,0.00522415299562896
2,s__Faecalibacterium_prausnitzii,0.005211391656655793
2,s__Clostridium_sp_AM49_4BH,0.005195951302242171
2,s__Bacteroides_xylanisolvens,0.005062826922132615
2,s__Barnesiella_intestinihominis,0.005017407532884034
2,s__Intestinimonas_butyriciproducens,0.004991614523835651
2,s__Bacteroides_finegoldii,0.0049772195637470505
2,s__Wansuia_hejianensis,0.004954647601108299
2,s__Coprococcus_comes,0.004890855620467011
2,s__Dorea_longicatena,0.004829117814010043
2,s__Faecalibacterium_sp_CLA_AA_H233,0.004791487040221957
2,s__Faecalicatena_fissicatena,0.004787013915961179
2,s__Anaerostipes_hadrus,0.004684586830158994
2,s__Bifidobacterium_longum,0.004677486703530558
2,s__Mediterraneibacter_butyricigenes,0.004625795632714386
2,s__GGB9715_SGB15260,0.004594312667254724
2,s__Alistipes_communis,0.004588727763562851
2,s__Dialister_invisus,0.004570423610423827
2,s__Ruminococcus_torques,0.004550364358269079
2,s__Erysipelatoclostridium_ramosum,0.004513065852202629
2,s__Anaeromassilibacillus_senegalensis,0.004473228629115774
2,s__Eubacterium_siraeum,0.004471097461896058
2,s__Lawsonibacter_asaccharolyticus,0.004410543637227823
2,s__Flavonifractor_plautii,0.004363110794555862
2,s__Sutterella_wadsworthensis,0.00435762067784534
2,s__GGB52130_SGB14966,0.0043528522425199155
2,s__Ruminococcus_bromii,0.004321160882577786
2,s__Veillonella_parvula,0.004302870417089499
2,s__Adlercreutzia_equolifaciens,0.004285568884366943
2,s__Alistipes_sp_AF17_16,0.004258983702532169
2,s__Alistipes_ihumii,0.0042433626711288214
2,s__GGB9602_SGB15031,0.0042067844776823935
2,s__GGB2982_SGB3964,0.004206449130239343
2,s__Bifidobacterium_pseudocatenulatum,0.004200757462871722
2,s__Anaerotignum_faecicola,0.00419700396684843
2,s__GGB9502_SGB14899,0.004184815113867329
2,s__Ruminococcus_callidus,0.004174042248354948
2,s__Bacteroides_intestinalis,0.004163117449919389
2,s__TM7_phylum_sp_oral_taxon_352,0.004157682083811815
2,s__Streptococcus_thermophilus,0.004125283414517862
2,s__Clostridium_SGB4750,0.004115445073359535
2,s__Alistipes_shahii,0.004106895082326807
2,s__Bacteroides_nordii,0.004099973921731756
2,s__Alistipes_putredinis,0.004057129863969299
2,s__Odoribacter_splanchnicus,0.004055831932488185
2,s__Guopingia_tenuis,0.0040557713646336745
2,s__Collinsella_aerofaciens,0.004015326752045376
2,s__Phocaeicola_dorei,0.003961208176371036
2,s__Clostridium_sp_AF20_17LB,0.003960861194424859
2,s__Fusicatenibacter_saccharivorans,0.003924700816517171
2,s__Mediterraneibacter_faecis,0.0038973737640124635
2,s__Bacteroides_ovatus,0.003875796209199739
2,s__Gemmiger_formicilis,0.003851374360563912
2,s__Phocaeicola_massiliensis,0.0038498013073029877
2,s__Faecalibacterium_SGB15346,0.0038381852825052215
2,s__Ruminococcus_gnavus,0.0038207215511214354
2,s__Lachnospira_sp_NSJ_43,0.003814302385117155
2,s__Lachnospiraceae_bacterium_AM48_27BH,0.003781448601436205
2,s__Dysosmobacter_welbionis,0.003751479147956762
2,s__Bifidobacterium_adolescentis,0.003736569874391727
2,s__Clostridiaceae_bacterium_AF18_31LB,0.0037084564663521914
2,s__GGB9730_SGB15291,0.003703484769413325
2,s__GGB9715_SGB15265,0.003686949402940761
2,s__GGB3304_SGB4367,0.0036852873799500478
2,s__Oscillospiraceae_bacterium_Marseille_Q3528,0.003669610571369948
2,s__bacterium_210917_DFI_7_65,0.003646086974813722
2,s__Lachnospiraceae_bacterium_CLA_AA_H244,0.0036377053418850565
2,s__Roseburia_inulinivorans,0.0036275025670258624
2,s__Phocaeicola_plebeius,0.003626299764717368
2,s__Coprococcus_catus,0.00360720412317449
2,s__Clostridium_sp_AF36_4,0.003606579624109624
2,s__Faecalibacterium_sp_HTFF,0.003544544453440401
2,s__GGB9707_SGB15229,0.003530009537123017
2,s__GGB9708_SGB15234,0.0035131319793820334
2,s__Ruminococcus_bicirculans,0.003513097418063923
2,s__GGB9667_SGB15164,0.003466299682386149
2,s__Dorea_sp_AF36_15AT,0.0034635354613198567
2,s__Clostridium_sp_AM22_11AC,0.0034583533167509128
2,s__Clostridium_innocuum,0.003457048199253161
2,s__Wujia_chipingensis,0.0034317482878225697
2,s__Blautia_faecis,0.003421858275782711
2,s__Streptococcus_australis,0.0034191891838890394
2,s__Anaerotignum_sp_MSJ_24,0.0033840943895912102
2,s__Coprococcus_eutactus,0.0033635396444797916
2,s__Lentihominibacter_faecis,0.0033426707677839634
2,s__Bacteroides_caccae,0.0033392420112744008
2,s__Oscillibacter_sp_ER4,0.0033284191858368307
2,s__Roseburia_sp_AF02_12,0.003321111349108465
2,s__Simiaoa_sunii,0.0033128357954730096
2,s__Anaerobutyricum_soehngenii,0.003309321491146342
2,s__Blautia_obeum,0.0032852483354130343
2,s__Bacteroides_uniformis,0.0032554982265366483
2,s__Alistipes_indistinctus,0.0032267935119852835
2,s__GGB3109_SGB4121,0.0032256047395187943
2,s__Roseburia_hominis,0.003211028075866663
2,s__Brotolimicola_acetigignens,0.0032037055249137555
2,s__GGB9345_SGB14311,0.002961559006685766
2,s__Lachnospira_pectinoschiza,0.0029340765993451957
2,s__Clostridium_fessum,0.0029027479621475906
2,s__Clostridia_bacterium_UC5_1_1D1,0.002892661532319659
2,s__Butyricimonas_virosa,0.0028219783328193057
2,s__Parabacteroides_goldsteinii,0.0027989995047624037
2,s__GGB9747_SGB15356,0.0027965810679728494
2,s__Clostridiales_bacterium_KLE1615,0.002780027736458693
2,s__Lachnospiraceae_bacterium_OM04_12BH,0.002778875749553559
2,s__Clostridiaceae_bacterium_Marseille_Q4149,0.0027783946286301614
2,s__Fusicatenibacter_sp_CLA_AA_H277,0.00276549042480243
2,s__Eggerthella_lenta,0.0026943765775907704
2,s__Agathobaculum_butyriciproducens,0.002670845110635371
2,s__GGB3653_SGB4964,0.002608339940258974
2,s__Clostridium_scindens,0.0026074543492563044
2,s__Blautia_glucerasea,0.0025888071493706897
2,s__Clostridium_sp_AM33_3,0.002571351288386077
2,s__Lacrimispora_amygdalina,0.00255216667711341
2,s__GGB2998_SGB3988,0.0025350025341851247
2,s__Eubacterium_ramulus,0.002528088730702344
2,s__Alistipes_senegalensis,0.0025164583338713044
2,s__GGB9614_SGB15049,0.002486547908385664
2,s__Hungatella_hathewayi,0.0024283603363385487
2,s__Gemmiger_SGB15295,0.0024139003599089486
2,s__Bacteroides_eggerthii,0.0023740453428761363
2,s__Veillonella_atypica,0.0023328140325617414
2,s__Parabacteroides_merdae,0.002304087588864832
2,s__Clostridium_symbiosum,0.0022409050508725983
2,s__Enterocloster_bolteae,0.0021872068571715123
2,s__Blautia_SGB4815,0.0021793896687401044
2,s__Eisenbergiella_tayi,0.002139378783584527
2,s__Methanobrevibacter_smithii,0.0021008170784507065
2,s__Mediterraneibacter_glycyrrhizinilyticus,0.002086203458141586
2,s__Faecalicatena_contorta,0.002083146834636429
2,s__Dorea_formicigenerans,0.0020477267875379673
2,s__Paraprevotella_clara,0.0019403536691420475
2,s__Anaerotruncus_rubiinfantis,0.00193989410626856
2,s__Clostridiaceae_unclassified_SGB4771,0.0019030515700672785
2,s__GGB33586_SGB53517,0.0018998206001108622
2,s__Enterocloster_aldenensis,0.0018567243473835812
2,s__Enterocloster_citroniae,0.001832773011741831
2,s__GGB9627_SGB15081,0.0018067036832441986
2,s__GGB33469_SGB15236,0.0017900090267361853
2,s__Anaerotruncus_colihominis,0.0017568414536620943
2,s__Oscillibacter_sp_MSJ_31,0.0017565122656618749
2,s__Veillonella_dispar,0.0017559329358444408
2,s__Clostridiaceae_bacterium_Marseille_Q4143,0.0017480943604587565
2,s__GGB9635_SGB15106,0.0017442963795705692
2,s__GGB9760_SGB15374,0.0017307098463536096
2,s__GGB9712_SGB15244,0.0017154327171750238
2,s__GGB9760_SGB15373,0.001689214535475629
2,s__Parasutterella_excrementihominis,0.0016788321102005148
2,s__GGB9342_SGB14306,0.0016454547738788828
2,s__Blautia_sp_OF03_15BH,0.0015645051519434091
2,s__GGB51441_SGB71759,0.001547485071539129
2,s__Lawsonibacter_SGB15145,0.0014900939496692602
2,s__Clostridiaceae_bacterium_Marseille_Q4145,0.0013413025134307538
2,s__Blautia_stercoris,0.0012471490136642307
2,s__GGB3619_SGB4894,0.0012470200931038538
2,s__Clostridium_sp_AF27_2AA,8.533707861220364e-4
3,s__Ruminococcus_sp_AF13_28,0.032831443273654476
3,s__Enterocloster_hominis,0.03122015155688337
3,s__Oscillospiraceae_bacterium_CLA_AA_H250,0.016234253629517706
3,s__Candidatus_Cibionibacter_quicibialis,0.014645207891105376
3,s__Eubacterium_rectale,0.013760980837795601
3,s__Lachnospira_eligens,0.013411332644476795
3,s__Anaerobutyricum_hallii,0.011531975615445899
3,s__Streptococcus_parasanguinis,0.010866592921977612
3,s__Clostridium_sp_AT4,0.009898936414620543
3,s__Ruthenibacterium_lactatiformans,0.009725394064741466
3,s__GGB51647_SGB4348,0.009408038788083042
3,s__Roseburia_faecis,0.00940008967997966
3,s__Haemophilus_parainfluenzae,0.009364565260589793
3,s__Segatella_copri,0.008765697385795405
3,s__Alistipes_finegoldii,0.008566441038041106
3,s__Oliverpabstia_intestinalis,0.008505355385159662
3,s__Clostridium_leptum,0.008420543011428843
3,s__Vescimonas_coprocola,0.008360801417115789
3,s__Blautia_luti,0.008286017891167457
3,s__Eubacteriaceae_bacterium,0.00800259104810134
3,s__Phocea_massiliensis,0.007880012370648731
3,s__Escherichia_coli,0.007758377080267057
3,s__Hydrogenoanaerobacterium_saccharovorans,0.0074379249747436775
3,s__Blautia_massiliensis,0.0074163637560344
3,s__Bacteroides_thetaiotaomicron,0.007366929737502066
3,s__Streptococcus_salivarius,0.007085504911884777
3,s__Blautia_obeum,0.00696192991584234
3,s__Gemmiger_SGB15295,0.006948538241561969
3,s__Roseburia_intestinalis,0.006820598740278008
3,s__GGB9715_SGB15265,0.006783503125801962
3,s__GGB9758_SGB15368,0.0067691734246044695
3,s__Bifidobacterium_longum,0.006751005183258267
3,s__Phocaeicola_vulgatus,0.006706808705019607
3,s__Bacteroides_stercoris,0.006388520761597873
3,s__Intestinibacter_bartlettii,0.006281579662872917
3,s__Blautia_wexlerae,0.006268013113574425
3,s__Bacteroides_fragilis,0.0060507486590690605
3,s__Ruminococcus_bromii,0.0059705781785395415
3,s__Bacteroides_nordii,0.005902288478934601
3,s__GGB3304_SGB4367,0.005840720412210066
3,s__Adlercreutzia_equolifaciens,0.005827496242736324
3,s__Lachnospiraceae_bacterium,0.005803547075503744
3,s__Collinsella_aerofaciens,0.005772918486602029
3,s__Romboutsia_timonensis,0.0057257652135167545
3,s__Sutterella_wadsworthensis,0.005723237900994336
3,s__Phocaeicola_massiliensis,0.005719046930732481
3,s__Faecalibacterium_sp_CLA_AA_H233,0.00566104336629301
3,s__Blautia_sp_MCC283,0.005643489532577523
3,s__Alistipes_sp_AF17_16,0.005604370125027786
3,s__Holdemania_filiformis,0.005565289243583574
3,s__Dysosmobacter_welbionis,0.005472220892943627
3,s__Alistipes_putredinis,0.00547102122351855
3,s__Colidextribacter_sp_210702_DFI_3_9,0.005293655743932973
3,s__Gemmiger_formicilis,0.005260247580270057
3,s__Clostridiaceae_bacterium_Marseille_Q4149,0.0051846446208076965
3,s__Klebsiella_pneumoniae,0.005175966531785864
3,s__Eubacterium_siraeum,0.0051741072284322825
3,s__Bacteroides_caccae,0.005154412348278465
3,s__GGB3619_SGB4894,0.005148294402721149
3,s__Alistipes_shahii,0.005081400688174653
3,s__Parabacteroides_distasonis,0.005079573880753558
3,s__Oscillospiraceae_bacterium,0.005002559525790542
3,s__Bifidobacterium_adolescentis,0.004946473221367747
3,s__Roseburia_sp_AF02_12,0.004927471141094146
3,s__GGB9719_SGB15272,0.004903909579984106
3,s__Flavonifractor_plautii,0.004872516834154549
3,s__Roseburia_inulinivorans,0.004819679117951514
3,s__Eubacterium_ventriosum,0.00481228210569078
3,s__Guopingia_tenuis,0.004771373076787019
3,s__Phocaeicola_dorei,0.004733253672932858
3,s__GGB2653_SGB3574,0.004701212348492034
3,s__Parabacteroides_merdae,0.004633661010074713
3,s__Barnesiella_intestinihominis,0.004600148658422073
3,s__GGB9699_SGB15216,0.0045960926970343595
3,s__Ruminococcus_callidus,0.004594304080709176
3,s__Lawsonibacter_asaccharolyticus,0.004589207914472297
3,s__GGB2982_SGB3964,0.004498496021452005
3,s__Brotolimicola_acetigignens,0.004473887890310148
3,s__Phocaeicola_plebeius,0.004467756879377915
3,s__Akkermansia_muciniphila,0.004459517317939837
3,s__Odoribacter_splanchnicus,0.004443806037097269
3,s__GGB3256_SGB4303,0.0044218508470827995
3,s__Hungatella_hathewayi,0.00437005936590197
3,s__Faecalibacillus_intestinalis,0.004351097151772347
3,s__Bacteroides_xylanisolvens,0.004314507066802707
3,s__Dorea_sp_AF36_15AT,0.004310104370465272
3,s__Ruminococcus_torques,0.004302259785361225
3,s__Lachnospira_pectinoschiza,0.004284586688223418
3,s__Clostridium_fessum,0.004269323985253003
